period,medication_id,medication_name,category,opening_stock,quantity_sold,quantity_restocked,closing_stock,reorder_point,unit_cost
2020-01,MED017,Lansoprazole 30mg,Gastrique,168,168,0,0,20,5.5
2020-02,MED017,Lansoprazole 30mg,Gastrique,31,151,120,0,20,5.5
2020-03,MED017,Lansoprazole 30mg,Gastrique,48,168,120,0,20,5.5
2020-04,MED017,Lansoprazole 30mg,Gastrique,59,179,120,0,20,5.5
2020-05,MED017,Lansoprazole 30mg,Gastrique,75,195,120,0,20,5.5
2020-06,MED017,Lansoprazole 30mg,Gastrique,59,179,120,0,20,5.5
2020-07,MED017,Lansoprazole 30mg,Gastrique,55,175,120,0,20,5.5
2020-08,MED017,Lansoprazole 30mg,Gastrique,53,173,120,0,20,5.5
2020-09,MED017,Lansoprazole 30mg,Gastrique,42,162,120,0,20,5.5
2020-10,MED017,Lansoprazole 30mg,Gastrique,56,176,120,0,20,5.5
2020-11,MED017,Lansoprazole 30mg,Gastrique,46,166,120,0,20,5.5
2020-12,MED017,Lansoprazole 30mg,Gastrique,52,172,120,0,20,5.5
2021-01,MED017,Lansoprazole 30mg,Gastrique,50,170,120,0,20,5.5
2021-02,MED017,Lansoprazole 30mg,Gastrique,50,170,120,0,20,5.5
2021-03,MED017,Lansoprazole 30mg,Gastrique,61,181,120,0,20,5.5
2021-04,MED017,Lansoprazole 30mg,Gastrique,70,190,120,0,20,5.5
2021-05,MED017,Lansoprazole 30mg,Gastrique,100,220,120,0,20,5.5
2021-06,MED017,Lansoprazole 30mg,Gastrique,66,186,120,0,20,5.5
2021-07,MED017,Lansoprazole 30mg,Gastrique,59,179,120,0,20,5.5
2021-08,MED017,Lansoprazole 30mg,Gastrique,55,175,120,0,20,5.5
2021-09,MED017,Lansoprazole 30mg,Gastrique,51,171,120,0,20,5.5
2021-10,MED017,Lansoprazole 30mg,Gastrique,62,182,120,0,20,5.5
2021-11,MED017,Lansoprazole 30mg,Gastrique,47,167,120,0,20,5.5
2021-12,MED017,Lansoprazole 30mg,Gastrique,66,186,120,0,20,5.5
2022-01,MED017,Lansoprazole 30mg,Gastrique,51,171,120,0,20,5.5
2022-02,MED017,Lansoprazole 30mg,Gastrique,45,165,120,0,20,5.5
2022-03,MED017,Lansoprazole 30mg,Gastrique,64,184,120,0,20,5.5
2022-04,MED017,Lansoprazole 30mg,Gastrique,66,186,120,0,20,5.5
2022-05,MED017,Lansoprazole 30mg,Gastrique,106,226,120,0,20,5.5
2022-06,MED017,Lansoprazole 30mg,Gastrique,71,191,120,0,20,5.5
2022-07,MED017,Lansoprazole 30mg,Gastrique,71,191,120,0,20,5.5
2022-08,MED017,Lansoprazole 30mg,Gastrique,67,187,120,0,20,5.5
2022-09,MED017,Lansoprazole 30mg,Gastrique,63,183,120,0,20,5.5
2022-10,MED017,Lansoprazole 30mg,Gastrique,61,181,120,0,20,5.5
2022-11,MED017,Lansoprazole 30mg,Gastrique,58,178,120,0,20,5.5
2022-12,MED017,Lansoprazole 30mg,Gastrique,59,179,120,0,20,5.5
2023-01,MED017,Lansoprazole 30mg,Gastrique,74,194,120,0,20,5.5
2023-02,MED017,Lansoprazole 30mg,Gastrique,44,164,120,0,20,5.5
2023-03,MED017,Lansoprazole 30mg,Gastrique,68,188,120,0,20,5.5
2023-04,MED017,Lansoprazole 30mg,Gastrique,77,197,120,0,20,5.5
2023-05,MED017,Lansoprazole 30mg,Gastrique,113,233,120,0,20,5.5
2023-06,MED017,Lansoprazole 30mg,Gastrique,76,196,120,0,20,5.5
2023-07,MED017,Lansoprazole 30mg,Gastrique,72,192,120,0,20,5.5
2023-08,MED017,Lansoprazole 30mg,Gastrique,62,182,120,0,20,5.5
2023-09,MED017,Lansoprazole 30mg,Gastrique,70,190,120,0,20,5.5
2023-10,MED017,Lansoprazole 30mg,Gastrique,65,185,120,0,20,5.5
2023-11,MED017,Lansoprazole 30mg,Gastrique,67,187,120,0,20,5.5
2023-12,MED017,Lansoprazole 30mg,Gastrique,68,188,120,0,20,5.5
2024-01,MED017,Lansoprazole 30mg,Gastrique,74,194,120,0,20,5.5
2024-02,MED017,Lansoprazole 30mg,Gastrique,55,175,120,0,20,5.5
2024-03,MED017,Lansoprazole 30mg,Gastrique,66,186,120,0,20,5.5
2024-04,MED017,Lansoprazole 30mg,Gastrique,84,204,120,0,20,5.5
2024-05,MED017,Lansoprazole 30mg,Gastrique,116,236,120,0,20,5.5
2024-06,MED017,Lansoprazole 30mg,Gastrique,83,203,120,0,20,5.5
2024-07,MED017,Lansoprazole 30mg,Gastrique,82,202,120,0,20,5.5
2024-08,MED017,Lansoprazole 30mg,Gastrique,80,200,120,0,20,5.5
2024-09,MED017,Lansoprazole 30mg,Gastrique,64,184,120,0,20,5.5
2024-10,MED017,Lansoprazole 30mg,Gastrique,78,198,120,0,20,5.5
2024-11,MED017,Lansoprazole 30mg,Gastrique,64,184,120,0,20,5.5
2024-12,MED017,Lansoprazole 30mg,Gastrique,66,186,120,0,20,5.5
2025-01,MED017,Lansoprazole 30mg,Gastrique,74,194,120,0,20,5.5
2025-02,MED017,Lansoprazole 30mg,Gastrique,41,161,120,0,20,5.5
2025-03,MED017,Lansoprazole 30mg,Gastrique,79,199,120,0,20,5.5
2020-01,MED018,Cétirizine 10mg,Antihistaminique,227,227,0,0,35,3.5
2020-02,MED018,Cétirizine 10mg,Antihistaminique,0,201,210,9,35,3.5
2020-03,MED018,Cétirizine 10mg,Antihistaminique,111,321,210,0,35,3.5
2020-04,MED018,Cétirizine 10mg,Antihistaminique,256,466,210,0,35,3.5
2020-05,MED018,Cétirizine 10mg,Antihistaminique,454,664,210,0,35,3.5
2020-06,MED018,Cétirizine 10mg,Antihistaminique,385,595,210,0,35,3.5
2020-07,MED018,Cétirizine 10mg,Antihistaminique,288,498,210,0,35,3.5
2020-08,MED018,Cétirizine 10mg,Antihistaminique,216,426,210,0,35,3.5
2020-09,MED018,Cétirizine 10mg,Antihistaminique,102,312,210,0,35,3.5
2020-10,MED018,Cétirizine 10mg,Antihistaminique,55,265,210,0,35,3.5
2020-11,MED018,Cétirizine 10mg,Antihistaminique,1,211,210,0,35,3.5
2020-12,MED018,Cétirizine 10mg,Antihistaminique,26,236,210,0,35,3.5
2021-01,MED018,Cétirizine 10mg,Antihistaminique,12,222,210,0,35,3.5
2021-02,MED018,Cétirizine 10mg,Antihistaminique,0,209,210,1,35,3.5
2021-03,MED018,Cétirizine 10mg,Antihistaminique,114,324,210,0,35,3.5
2021-04,MED018,Cétirizine 10mg,Antihistaminique,269,479,210,0,35,3.5
2021-05,MED018,Cétirizine 10mg,Antihistaminique,480,690,210,0,35,3.5
2021-06,MED018,Cétirizine 10mg,Antihistaminique,396,606,210,0,35,3.5
2021-07,MED018,Cétirizine 10mg,Antihistaminique,307,517,210,0,35,3.5
2021-08,MED018,Cétirizine 10mg,Antihistaminique,184,394,210,0,35,3.5
2021-09,MED018,Cétirizine 10mg,Antihistaminique,115,325,210,0,35,3.5
2021-10,MED018,Cétirizine 10mg,Antihistaminique,65,275,210,0,35,3.5
2021-11,MED018,Cétirizine 10mg,Antihistaminique,18,228,210,0,35,3.5
2021-12,MED018,Cétirizine 10mg,Antihistaminique,30,240,210,0,35,3.5
2022-01,MED018,Cétirizine 10mg,Antihistaminique,26,236,210,0,35,3.5
2022-02,MED018,Cétirizine 10mg,Antihistaminique,8,218,210,0,35,3.5
2022-03,MED018,Cétirizine 10mg,Antihistaminique,136,346,210,0,35,3.5
2022-04,MED018,Cétirizine 10mg,Antihistaminique,300,510,210,0,35,3.5
2022-05,MED018,Cétirizine 10mg,Antihistaminique,485,695,210,0,35,3.5
2022-06,MED018,Cétirizine 10mg,Antihistaminique,386,596,210,0,35,3.5
2022-07,MED018,Cétirizine 10mg,Antihistaminique,310,520,210,0,35,3.5
2022-08,MED018,Cétirizine 10mg,Antihistaminique,216,426,210,0,35,3.5
2022-09,MED018,Cétirizine 10mg,Antihistaminique,135,345,210,0,35,3.5
2022-10,MED018,Cétirizine 10mg,Antihistaminique,69,279,210,0,35,3.5
2022-11,MED018,Cétirizine 10mg,Antihistaminique,22,232,210,0,35,3.5
2022-12,MED018,Cétirizine 10mg,Antihistaminique,22,232,210,0,35,3.5
2023-01,MED018,Cétirizine 10mg,Antihistaminique,22,232,210,0,35,3.5
2023-02,MED018,Cétirizine 10mg,Antihistaminique,8,218,210,0,35,3.5
2023-03,MED018,Cétirizine 10mg,Antihistaminique,132,342,210,0,35,3.5
2023-04,MED018,Cétirizine 10mg,Antihistaminique,302,512,210,0,35,3.5
2023-05,MED018,Cétirizine 10mg,Antihistaminique,563,773,210,0,35,3.5
2023-06,MED018,Cétirizine 10mg,Antihistaminique,443,653,210,0,35,3.5
2023-07,MED018,Cétirizine 10mg,Antihistaminique,353,563,210,0,35,3.5
2023-08,MED018,Cétirizine 10mg,Antihistaminique,218,428,210,0,35,3.5
2023-09,MED018,Cétirizine 10mg,Antihistaminique,148,358,210,0,35,3.5
2023-10,MED018,Cétirizine 10mg,Antihistaminique,73,283,210,0,35,3.5
2023-11,MED018,Cétirizine 10mg,Antihistaminique,33,243,210,0,35,3.5
2023-12,MED018,Cétirizine 10mg,Antihistaminique,33,243,210,0,35,3.5
2024-01,MED018,Cétirizine 10mg,Antihistaminique,46,256,210,0,35,3.5
2024-02,MED018,Cétirizine 10mg,Antihistaminique,20,230,210,0,35,3.5
2024-03,MED018,Cétirizine 10mg,Antihistaminique,129,339,210,0,35,3.5
2024-04,MED018,Cétirizine 10mg,Antihistaminique,302,512,210,0,35,3.5
2024-05,MED018,Cétirizine 10mg,Antihistaminique,538,748,210,0,35,3.5
2024-06,MED018,Cétirizine 10mg,Antihistaminique,442,652,210,0,35,3.5
2024-07,MED018,Cétirizine 10mg,Antihistaminique,351,561,210,0,35,3.5
2024-08,MED018,Cétirizine 10mg,Antihistaminique,242,452,210,0,35,3.5
2024-09,MED018,Cétirizine 10mg,Antihistaminique,145,355,210,0,35,3.5
2024-10,MED018,Cétirizine 10mg,Antihistaminique,77,287,210,0,35,3.5
2024-11,MED018,Cétirizine 10mg,Antihistaminique,37,247,210,0,35,3.5
2024-12,MED018,Cétirizine 10mg,Antihistaminique,46,256,210,0,35,3.5
2025-01,MED018,Cétirizine 10mg,Antihistaminique,43,253,210,0,35,3.5
2025-02,MED018,Cétirizine 10mg,Antihistaminique,20,230,210,0,35,3.5
2025-03,MED018,Cétirizine 10mg,Antihistaminique,161,371,210,0,35,3.5
2020-01,MED019,Diclofénac 50mg,Anti-inflammatoire,317,317,0,0,30,4.0
2020-02,MED019,Diclofénac 50mg,Anti-inflammatoire,102,282,180,0,30,4.0
2020-03,MED019,Diclofénac 50mg,Anti-inflammatoire,73,253,180,0,30,4.0
2020-04,MED019,Diclofénac 50mg,Anti-inflammatoire,83,263,180,0,30,4.0
2020-05,MED019,Diclofénac 50mg,Anti-inflammatoire,51,231,180,0,30,4.0
2020-06,MED019,Diclofénac 50mg,Anti-inflammatoire,45,225,180,0,30,4.0
2020-07,MED019,Diclofénac 50mg,Anti-inflammatoire,54,234,180,0,30,4.0
2020-08,MED019,Diclofénac 50mg,Anti-inflammatoire,82,262,180,0,30,4.0
2020-09,MED019,Diclofénac 50mg,Anti-inflammatoire,102,282,180,0,30,4.0
2020-10,MED019,Diclofénac 50mg,Anti-inflammatoire,155,335,180,0,30,4.0
2020-11,MED019,Diclofénac 50mg,Anti-inflammatoire,127,307,180,0,30,4.0
2020-12,MED019,Diclofénac 50mg,Anti-inflammatoire,160,340,180,0,30,4.0
2021-01,MED019,Diclofénac 50mg,Anti-inflammatoire,149,329,180,0,30,4.0
2021-02,MED019,Diclofénac 50mg,Anti-inflammatoire,96,276,180,0,30,4.0
2021-03,MED019,Diclofénac 50mg,Anti-inflammatoire,100,280,180,0,30,4.0
2021-04,MED019,Diclofénac 50mg,Anti-inflammatoire,89,269,180,0,30,4.0
2021-05,MED019,Diclofénac 50mg,Anti-inflammatoire,58,238,180,0,30,4.0
2021-06,MED019,Diclofénac 50mg,Anti-inflammatoire,50,230,180,0,30,4.0
2021-07,MED019,Diclofénac 50mg,Anti-inflammatoire,77,257,180,0,30,4.0
2021-08,MED019,Diclofénac 50mg,Anti-inflammatoire,93,273,180,0,30,4.0
2021-09,MED019,Diclofénac 50mg,Anti-inflammatoire,95,275,180,0,30,4.0
2021-10,MED019,Diclofénac 50mg,Anti-inflammatoire,148,328,180,0,30,4.0
2021-11,MED019,Diclofénac 50mg,Anti-inflammatoire,144,324,180,0,30,4.0
2021-12,MED019,Diclofénac 50mg,Anti-inflammatoire,211,391,180,0,30,4.0
2022-01,MED019,Diclofénac 50mg,Anti-inflammatoire,149,329,180,0,30,4.0
2022-02,MED019,Diclofénac 50mg,Anti-inflammatoire,87,267,180,0,30,4.0
2022-03,MED019,Diclofénac 50mg,Anti-inflammatoire,98,278,180,0,30,4.0
2022-04,MED019,Diclofénac 50mg,Anti-inflammatoire,100,280,180,0,30,4.0
2022-05,MED019,Diclofénac 50mg,Anti-inflammatoire,61,241,180,0,30,4.0
2022-06,MED019,Diclofénac 50mg,Anti-inflammatoire,66,246,180,0,30,4.0
2022-07,MED019,Diclofénac 50mg,Anti-inflammatoire,78,258,180,0,30,4.0
2022-08,MED019,Diclofénac 50mg,Anti-inflammatoire,99,279,180,0,30,4.0
2022-09,MED019,Diclofénac 50mg,Anti-inflammatoire,124,304,180,0,30,4.0
2022-10,MED019,Diclofénac 50mg,Anti-inflammatoire,154,334,180,0,30,4.0
2022-11,MED019,Diclofénac 50mg,Anti-inflammatoire,162,342,180,0,30,4.0
2022-12,MED019,Diclofénac 50mg,Anti-inflammatoire,198,378,180,0,30,4.0
2023-01,MED019,Diclofénac 50mg,Anti-inflammatoire,170,350,180,0,30,4.0
2023-02,MED019,Diclofénac 50mg,Anti-inflammatoire,99,279,180,0,30,4.0
2023-03,MED019,Diclofénac 50mg,Anti-inflammatoire,92,272,180,0,30,4.0
2023-04,MED019,Diclofénac 50mg,Anti-inflammatoire,89,269,180,0,30,4.0
2023-05,MED019,Diclofénac 50mg,Anti-inflammatoire,84,264,180,0,30,4.0
2023-06,MED019,Diclofénac 50mg,Anti-inflammatoire,72,252,180,0,30,4.0
2023-07,MED019,Diclofénac 50mg,Anti-inflammatoire,70,250,180,0,30,4.0
2023-08,MED019,Diclofénac 50mg,Anti-inflammatoire,114,294,180,0,30,4.0
2023-09,MED019,Diclofénac 50mg,Anti-inflammatoire,147,327,180,0,30,4.0
2023-10,MED019,Diclofénac 50mg,Anti-inflammatoire,167,347,180,0,30,4.0
2023-11,MED019,Diclofénac 50mg,Anti-inflammatoire,159,339,180,0,30,4.0
2023-12,MED019,Diclofénac 50mg,Anti-inflammatoire,208,388,180,0,30,4.0
2024-01,MED019,Diclofénac 50mg,Anti-inflammatoire,172,352,180,0,30,4.0
2024-02,MED019,Diclofénac 50mg,Anti-inflammatoire,140,320,180,0,30,4.0
2024-03,MED019,Diclofénac 50mg,Anti-inflammatoire,110,290,180,0,30,4.0
2024-04,MED019,Diclofénac 50mg,Anti-inflammatoire,110,290,180,0,30,4.0
2024-05,MED019,Diclofénac 50mg,Anti-inflammatoire,79,259,180,0,30,4.0
2024-06,MED019,Diclofénac 50mg,Anti-inflammatoire,74,254,180,0,30,4.0
2024-07,MED019,Diclofénac 50mg,Anti-inflammatoire,111,291,180,0,30,4.0
2024-08,MED019,Diclofénac 50mg,Anti-inflammatoire,121,301,180,0,30,4.0
2024-09,MED019,Diclofénac 50mg,Anti-inflammatoire,139,319,180,0,30,4.0
2024-10,MED019,Diclofénac 50mg,Anti-inflammatoire,193,373,180,0,30,4.0
2024-11,MED019,Diclofénac 50mg,Anti-inflammatoire,180,360,180,0,30,4.0
2024-12,MED019,Diclofénac 50mg,Anti-inflammatoire,229,409,180,0,30,4.0
2025-01,MED019,Diclofénac 50mg,Anti-inflammatoire,172,352,180,0,30,4.0
2025-02,MED019,Diclofénac 50mg,Anti-inflammatoire,104,284,180,0,30,4.0
2025-03,MED019,Diclofénac 50mg,Anti-inflammatoire,106,286,180,0,30,4.0
2020-01,MED020,Tramadol 50mg,Antalgique,132,132,0,0,20,6.0
2020-02,MED020,Tramadol 50mg,Antalgique,20,140,120,0,20,6.0
2020-03,MED020,Tramadol 50mg,Antalgique,17,137,120,0,20,6.0
2020-04,MED020,Tramadol 50mg,Antalgique,16,136,120,0,20,6.0
2020-05,MED020,Tramadol 50mg,Antalgique,15,135,120,0,20,6.0
2020-06,MED020,Tramadol 50mg,Antalgique,9,129,120,0,20,6.0
2020-07,MED020,Tramadol 50mg,Antalgique,19,139,120,0,20,6.0
2020-08,MED020,Tramadol 50mg,Antalgique,10,130,120,0,20,6.0
2020-09,MED020,Tramadol 50mg,Antalgique,30,150,120,0,20,6.0
2020-10,MED020,Tramadol 50mg,Antalgique,51,171,120,0,20,6.0
2020-11,MED020,Tramadol 50mg,Antalgique,58,178,120,0,20,6.0
2020-12,MED020,Tramadol 50mg,Antalgique,55,175,120,0,20,6.0
2021-01,MED020,Tramadol 50mg,Antalgique,28,148,120,0,20,6.0
2021-02,MED020,Tramadol 50mg,Antalgique,9,129,120,0,20,6.0
2021-03,MED020,Tramadol 50mg,Antalgique,18,138,120,0,20,6.0
2021-04,MED020,Tramadol 50mg,Antalgique,16,136,120,0,20,6.0
2021-05,MED020,Tramadol 50mg,Antalgique,21,141,120,0,20,6.0
2021-06,MED020,Tramadol 50mg,Antalgique,25,145,120,0,20,6.0
2021-07,MED020,Tramadol 50mg,Antalgique,35,155,120,0,20,6.0
2021-08,MED020,Tramadol 50mg,Antalgique,22,142,120,0,20,6.0
2021-09,MED020,Tramadol 50mg,Antalgique,40,160,120,0,20,6.0
2021-10,MED020,Tramadol 50mg,Antalgique,48,168,120,0,20,6.0
2021-11,MED020,Tramadol 50mg,Antalgique,63,183,120,0,20,6.0
2021-12,MED020,Tramadol 50mg,Antalgique,50,170,120,0,20,6.0
2022-01,MED020,Tramadol 50mg,Antalgique,19,139,120,0,20,6.0
2022-02,MED020,Tramadol 50mg,Antalgique,19,139,120,0,20,6.0
2022-03,MED020,Tramadol 50mg,Antalgique,32,152,120,0,20,6.0
2022-04,MED020,Tramadol 50mg,Antalgique,24,144,120,0,20,6.0
2022-05,MED020,Tramadol 50mg,Antalgique,28,148,120,0,20,6.0
2022-06,MED020,Tramadol 50mg,Antalgique,25,145,120,0,20,6.0
2022-07,MED020,Tramadol 50mg,Antalgique,24,144,120,0,20,6.0
2022-08,MED020,Tramadol 50mg,Antalgique,26,146,120,0,20,6.0
2022-09,MED020,Tramadol 50mg,Antalgique,43,163,120,0,20,6.0
2022-10,MED020,Tramadol 50mg,Antalgique,78,198,120,0,20,6.0
2022-11,MED020,Tramadol 50mg,Antalgique,83,203,120,0,20,6.0
2022-12,MED020,Tramadol 50mg,Antalgique,62,182,120,0,20,6.0
2023-01,MED020,Tramadol 50mg,Antalgique,20,140,120,0,20,6.0
2023-02,MED020,Tramadol 50mg,Antalgique,22,142,120,0,20,6.0
2023-03,MED020,Tramadol 50mg,Antalgique,27,147,120,0,20,6.0
2023-04,MED020,Tramadol 50mg,Antalgique,25,145,120,0,20,6.0
2023-05,MED020,Tramadol 50mg,Antalgique,36,156,120,0,20,6.0
2023-06,MED020,Tramadol 50mg,Antalgique,24,144,120,0,20,6.0
2023-07,MED020,Tramadol 50mg,Antalgique,34,154,120,0,20,6.0
2023-08,MED020,Tramadol 50mg,Antalgique,30,150,120,0,20,6.0
2023-09,MED020,Tramadol 50mg,Antalgique,43,163,120,0,20,6.0
2023-10,MED020,Tramadol 50mg,Antalgique,61,181,120,0,20,6.0
2023-11,MED020,Tramadol 50mg,Antalgique,72,192,120,0,20,6.0
2023-12,MED020,Tramadol 50mg,Antalgique,74,194,120,0,20,6.0
2024-01,MED020,Tramadol 50mg,Antalgique,41,161,120,0,20,6.0
2024-02,MED020,Tramadol 50mg,Antalgique,30,150,120,0,20,6.0
2024-03,MED020,Tramadol 50mg,Antalgique,40,160,120,0,20,6.0
2024-04,MED020,Tramadol 50mg,Antalgique,30,150,120,0,20,6.0
2024-05,MED020,Tramadol 50mg,Antalgique,41,161,120,0,20,6.0
2024-06,MED020,Tramadol 50mg,Antalgique,32,152,120,0,20,6.0
2024-07,MED020,Tramadol 50mg,Antalgique,42,162,120,0,20,6.0
2024-08,MED020,Tramadol 50mg,Antalgique,36,156,120,0,20,6.0
2024-09,MED020,Tramadol 50mg,Antalgique,55,175,120,0,20,6.0
2024-10,MED020,Tramadol 50mg,Antalgique,74,194,120,0,20,6.0
2024-11,MED020,Tramadol 50mg,Antalgique,88,208,120,0,20,6.0
2024-12,MED020,Tramadol 50mg,Antalgique,76,196,120,0,20,6.0
2025-01,MED020,Tramadol 50mg,Antalgique,34,154,120,0,20,6.0
2025-02,MED020,Tramadol 50mg,Antalgique,17,137,120,0,20,6.0
2025-03,MED020,Tramadol 50mg,Antalgique,46,166,120,0,20,6.0
2020-01,MED021,Fluconazole 150mg,Antifongique,75,68,0,7,15,10.0
2020-02,MED021,Fluconazole 150mg,Antifongique,7,63,90,34,15,10.0
2020-03,MED021,Fluconazole 150mg,Antifongique,75,75,0,0,15,10.0
2020-04,MED021,Fluconazole 150mg,Antifongique,0,86,90,4,15,10.0
2020-05,MED021,Fluconazole 150mg,Antifongique,6,96,90,0,15,10.0
2020-06,MED021,Fluconazole 150mg,Antifongique,11,101,90,0,15,10.0
2020-07,MED021,Fluconazole 150mg,Antifongique,24,114,90,0,15,10.0
2020-08,MED021,Fluconazole 150mg,Antifongique,0,90,90,0,15,10.0
2020-09,MED021,Fluconazole 150mg,Antifongique,0,84,90,6,15,10.0
2020-10,MED021,Fluconazole 150mg,Antifongique,6,82,90,14,15,10.0
2020-11,MED021,Fluconazole 150mg,Antifongique,14,64,90,40,15,10.0
2020-12,MED021,Fluconazole 150mg,Antifongique,64,64,0,0,15,10.0
2021-01,MED021,Fluconazole 150mg,Antifongique,0,70,90,20,15,10.0
2021-02,MED021,Fluconazole 150mg,Antifongique,20,65,90,45,15,10.0
2021-03,MED021,Fluconazole 150mg,Antifongique,78,78,0,0,15,10.0
2021-04,MED021,Fluconazole 150mg,Antifongique,0,85,90,5,15,10.0
2021-05,MED021,Fluconazole 150mg,Antifongique,16,106,90,0,15,10.0
2021-06,MED021,Fluconazole 150mg,Antifongique,15,105,90,0,15,10.0
2021-07,MED021,Fluconazole 150mg,Antifongique,17,107,90,0,15,10.0
2021-08,MED021,Fluconazole 150mg,Antifongique,11,101,90,0,15,10.0
2021-09,MED021,Fluconazole 150mg,Antifongique,0,88,90,2,15,10.0
2021-10,MED021,Fluconazole 150mg,Antifongique,2,87,90,5,15,10.0
2021-11,MED021,Fluconazole 150mg,Antifongique,5,65,90,30,15,10.0
2021-12,MED021,Fluconazole 150mg,Antifongique,79,79,0,0,15,10.0
2022-01,MED021,Fluconazole 150mg,Antifongique,0,73,90,17,15,10.0
2022-02,MED021,Fluconazole 150mg,Antifongique,17,70,90,37,15,10.0
2022-03,MED021,Fluconazole 150mg,Antifongique,79,79,0,0,15,10.0
2022-04,MED021,Fluconazole 150mg,Antifongique,0,88,90,2,15,10.0
2022-05,MED021,Fluconazole 150mg,Antifongique,7,97,90,0,15,10.0
2022-06,MED021,Fluconazole 150mg,Antifongique,19,109,90,0,15,10.0
2022-07,MED021,Fluconazole 150mg,Antifongique,17,107,90,0,15,10.0
2022-08,MED021,Fluconazole 150mg,Antifongique,7,97,90,0,15,10.0
2022-09,MED021,Fluconazole 150mg,Antifongique,0,90,90,0,15,10.0
2022-10,MED021,Fluconazole 150mg,Antifongique,0,81,90,9,15,10.0
2022-11,MED021,Fluconazole 150mg,Antifongique,9,70,90,29,15,10.0
2022-12,MED021,Fluconazole 150mg,Antifongique,29,74,90,45,15,10.0
2023-01,MED021,Fluconazole 150mg,Antifongique,76,76,0,0,15,10.0
2023-02,MED021,Fluconazole 150mg,Antifongique,0,68,90,22,15,10.0
2023-03,MED021,Fluconazole 150mg,Antifongique,22,80,90,32,15,10.0
2023-04,MED021,Fluconazole 150mg,Antifongique,95,95,0,0,15,10.0
2023-05,MED021,Fluconazole 150mg,Antifongique,23,113,90,0,15,10.0
2023-06,MED021,Fluconazole 150mg,Antifongique,24,114,90,0,15,10.0
2023-07,MED021,Fluconazole 150mg,Antifongique,21,111,90,0,15,10.0
2023-08,MED021,Fluconazole 150mg,Antifongique,21,111,90,0,15,10.0
2023-09,MED021,Fluconazole 150mg,Antifongique,3,93,90,0,15,10.0
2023-10,MED021,Fluconazole 150mg,Antifongique,0,88,90,2,15,10.0
2023-11,MED021,Fluconazole 150mg,Antifongique,2,76,90,16,15,10.0
2023-12,MED021,Fluconazole 150mg,Antifongique,16,85,90,21,15,10.0
2024-01,MED021,Fluconazole 150mg,Antifongique,21,78,90,33,15,10.0
2024-02,MED021,Fluconazole 150mg,Antifongique,67,67,0,0,15,10.0
2024-03,MED021,Fluconazole 150mg,Antifongique,0,86,90,4,15,10.0
2024-04,MED021,Fluconazole 150mg,Antifongique,8,98,90,0,15,10.0
2024-05,MED021,Fluconazole 150mg,Antifongique,14,104,90,0,15,10.0
2024-06,MED021,Fluconazole 150mg,Antifongique,28,118,90,0,15,10.0
2024-07,MED021,Fluconazole 150mg,Antifongique,32,122,90,0,15,10.0
2024-08,MED021,Fluconazole 150mg,Antifongique,19,109,90,0,15,10.0
2024-09,MED021,Fluconazole 150mg,Antifongique,2,92,90,0,15,10.0
2024-10,MED021,Fluconazole 150mg,Antifongique,3,93,90,0,15,10.0
2024-11,MED021,Fluconazole 150mg,Antifongique,0,76,90,14,15,10.0
2024-12,MED021,Fluconazole 150mg,Antifongique,14,81,90,23,15,10.0
2025-01,MED021,Fluconazole 150mg,Antifongique,23,78,90,35,15,10.0
2025-02,MED021,Fluconazole 150mg,Antifongique,74,74,0,0,15,10.0
2025-03,MED021,Fluconazole 150mg,Antifongique,1,91,90,0,15,10.0
2020-01,MED022,Ciprofloxacine 500mg,Antibiotique,251,251,0,0,20,12.0
2020-02,MED022,Ciprofloxacine 500mg,Antibiotique,101,221,120,0,20,12.0
2020-03,MED022,Ciprofloxacine 500mg,Antibiotique,67,187,120,0,20,12.0
2020-04,MED022,Ciprofloxacine 500mg,Antibiotique,16,136,120,0,20,12.0
2020-05,MED022,Ciprofloxacine 500mg,Antibiotique,7,127,120,0,20,12.0
2020-06,MED022,Ciprofloxacine 500mg,Antibiotique,0,109,120,11,20,12.0
2020-07,MED022,Ciprofloxacine 500mg,Antibiotique,11,116,120,15,20,12.0
2020-08,MED022,Ciprofloxacine 500mg,Antibiotique,15,131,120,4,20,12.0
2020-09,MED022,Ciprofloxacine 500mg,Antibiotique,45,165,120,0,20,12.0
2020-10,MED022,Ciprofloxacine 500mg,Antibiotique,102,222,120,0,20,12.0
2020-11,MED022,Ciprofloxacine 500mg,Antibiotique,120,240,120,0,20,12.0
2020-12,MED022,Ciprofloxacine 500mg,Antibiotique,163,283,120,0,20,12.0
2021-01,MED022,Ciprofloxacine 500mg,Antibiotique,143,263,120,0,20,12.0
2021-02,MED022,Ciprofloxacine 500mg,Antibiotique,94,214,120,0,20,12.0
2021-03,MED022,Ciprofloxacine 500mg,Antibiotique,73,193,120,0,20,12.0
2021-04,MED022,Ciprofloxacine 500mg,Antibiotique,31,151,120,0,20,12.0
2021-05,MED022,Ciprofloxacine 500mg,Antibiotique,21,141,120,0,20,12.0
2021-06,MED022,Ciprofloxacine 500mg,Antibiotique,0,115,120,5,20,12.0
2021-07,MED022,Ciprofloxacine 500mg,Antibiotique,5,118,120,7,20,12.0
2021-08,MED022,Ciprofloxacine 500mg,Antibiotique,20,140,120,0,20,12.0
